SEASON,original_team-id,team_ID,opp_ID,team_game,date,win_loss_record,win_prct,isFinal
1933,SFG,NYG,BSN,73,1933-07-04,44-27,0.6197183098591549,0
1933,SFG,NYG,BRO,156,1933-10-01,91-61,0.5986842105263158,1
1933,STL,STL,PIT,74,1933-07-05,40-34,0.5405405405405406,0
1933,STL,STL,CHC,154,1933-10-01,82-71,0.5359477124183006,1
1934,ATL,BSN,PHI,77,1934-07-08,39-37,0.5131578947368421,0
1934,ATL,BSN,PHI,152,1934-09-30,78-73,0.5165562913907285,1
1934,BAL,SLB,DET,71,1934-07-08,31-39,0.44285714285714284,0
1934,BAL,SLB,DET,154,1934-09-30,67-85,0.4407894736842105,1
1934,BOS,BOS,PHA,77,1934-07-08,42-35,0.5454545454545454,0
1934,BOS,BOS,PHA,153,1934-09-30,76-76,0.5,1
1934,CHC,CHC,PIT,77,1934-07-08,46-30,0.6052631578947368,0
1934,CHC,CHC,PIT,152,1934-09-30,86-65,0.5695364238410596,1
1934,CHW,CHW,CLE,76,1934-07-08,25-51,0.32894736842105265,0
1934,CHW,CHW,CLE,153,1934-09-30,53-99,0.34868421052631576,1
1934,CIN,CIN,STL,73,1934-07-08,24-48,0.3333333333333333,0
1934,CIN,CIN,STL,152,1934-09-30,52-99,0.3443708609271523,1
1934,CLE,CLE,CHW,74,1934-07-08,39-35,0.527027027027027,0
1934,CLE,CLE,CHW,154,1934-09-30,85-69,0.551948051948052,1
1934,DET,DET,SLB,76,1934-07-08,47-29,0.618421052631579,0
1934,DET,DET,SLB,154,1934-09-30,101-53,0.6558441558441559,1
1934,LAD,BRO,NYG,77,1934-07-08,31-45,0.40789473684210525,0
1934,LAD,BRO,NYG,153,1934-09-30,71-81,0.46710526315789475,1
1934,MIN,WSH,NYY,77,1934-07-08,39-38,0.5064935064935064,0
1934,MIN,WSH,NYY,155,1934-09-30,66-86,0.4342105263157895,1
1934,NYY,NYY,WSH,73,1934-07-08,46-27,0.6301369863013698,0
1934,NYY,NYY,WSH,154,1934-09-30,94-60,0.6103896103896104,1
1934,OAK,PHA,BOS,76,1934-07-08,30-45,0.4,0
1934,OAK,PHA,BOS,153,1934-09-30,68-82,0.4533333333333333,1
1934,PHI,PHI,BSN,77,1934-07-08,30-47,0.38961038961038963,0
1934,PHI,PHI,BSN,149,1934-09-30,56-93,0.37583892617449666,1
1934,PIT,PIT,CHC,72,1934-07-08,38-33,0.5352112676056338,0
1934,PIT,PIT,CHC,151,1934-09-30,74-76,0.49333333333333335,1
1934,SFG,NYG,BRO,76,1934-07-08,48-28,0.631578947368421,0
1934,SFG,NYG,BRO,153,1934-09-30,93-60,0.6078431372549019,1
1934,STL,STL,CIN,75,1934-07-08,43-31,0.581081081081081,0
1934,STL,STL,CIN,154,1934-09-30,95-58,0.6209150326797386,1
1935,ATL,BSN,PHI,73,1935-07-07,21-52,0.2876712328767123,0
1935,ATL,BSN,NYG,153,1935-09-29,38-115,0.24836601307189543,1
1935,BAL,SLB,DET,69,1935-07-07,19-50,0.2753623188405797,0
1935,BAL,SLB,CLE,155,1935-09-29,65-87,0.4276315789473684,1
1935,BOS,BOS,PHA,73,1935-07-07,38-35,0.5205479452054794,0
1935,BOS,BOS,NYY,154,1935-09-29,78-75,0.5098039215686274,1
1935,CHC,CHC,PIT,72,1935-07-07,40-32,0.5555555555555556,0
1935,CHC,CHC,STL,154,1935-09-29,100-54,0.6493506493506493,1
1935,CHW,CHW,CLE,67,1935-07-07,38-29,0.5671641791044776,0
1935,CHW,CHW,DET,153,1935-09-29,74-78,0.4868421052631579,1
1935,CIN,CIN,STL,74,1935-07-07,31-42,0.4246575342465753,0
1935,CIN,CIN,PIT,154,1935-09-29,68-85,0.4444444444444444,1
1935,CLE,CLE,CHW,72,1935-07-07,38-33,0.5352112676056338,0
1935,CLE,CLE,SLB,156,1935-09-29,82-71,0.5359477124183006,1
1935,DET,DET,SLB,76,1935-07-07,46-29,0.6133333333333333,0
1935,DET,DET,CHW,152,1935-09-29,93-58,0.6158940397350994,1
1935,LAD,BRO,NYG,70,1935-07-07,33-37,0.4714285714285714,0
1935,LAD,BRO,PHI,154,1935-09-29,70-83,0.45751633986928103,1
1935,MIN,WSH,NYY,72,1935-07-07,30-42,0.4166666666666667,0
1935,MIN,WSH,PHA,154,1935-09-29,67-86,0.43790849673202614,1
1935,NYY,NYY,WSH,71,1935-07-07,45-26,0.6338028169014085,0
1935,NYY,NYY,BOS,149,1935-09-29,89-60,0.5973154362416108,1
1935,OAK,PHA,BOS,68,1935-07-07,29-39,0.4264705882352941,0
1935,OAK,PHA,WSH,149,1935-09-29,58-91,0.38926174496644295,1
1935,PHI,PHI,BSN,73,1935-07-07,31-40,0.43661971830985913,0
1935,PHI,PHI,BRO,156,1935-09-29,64-89,0.41830065359477125,1
1935,PIT,PIT,CHC,75,1935-07-07,41-34,0.5466666666666666,0
1935,PIT,PIT,CIN,153,1935-09-29,86-67,0.5620915032679739,1
1935,SFG,NYG,BRO,72,1935-07-07,48-21,0.6956521739130435,0
1935,SFG,NYG,BSN,156,1935-09-29,91-62,0.5947712418300654,1
1935,STL,STL,CIN,71,1935-07-07,42-29,0.5915492957746479,0
1935,STL,STL,CHC,154,1935-09-29,96-58,0.6233766233766234,1
1936,ATL,BSN,PHI,77,1936-07-05,34-41,0.4533333333333333,0
1936,ATL,BSN,PHI,157,1936-09-27,71-83,0.461038961038961,1
1936,BAL,SLB,DET,71,1936-07-05,23-47,0.32857142857142857,0
1936,BAL,SLB,CHW,155,1936-09-26,57-95,0.375,1
1936,BOS,BOS,PHA,76,1936-07-05,42-34,0.5526315789473685,0
1936,BOS,BOS,PHA,155,1936-09-27,74-80,0.4805194805194805,1
1936,CHC,CHC,PIT,70,1936-07-05,43-27,0.6142857142857143,0
1936,CHC,CHC,STL,154,1936-09-27,87-67,0.564935064935065,1
1936,CHW,CHW,CLE,73,1936-07-05,35-38,0.4794520547945205,0
1936,CHW,CHW,SLB,153,1936-09-26,81-70,0.5364238410596026,1
1936,CIN,CIN,STL,71,1936-07-05,38-33,0.5352112676056338,0
1936,CIN,CIN,PIT,154,1936-09-27,74-80,0.4805194805194805,1
1936,CLE,CLE,CHW,77,1936-07-05,39-37,0.5131578947368421,0
1936,CLE,CLE,DET,157,1936-09-27,80-74,0.5194805194805194,1
1936,DET,DET,SLB,74,1936-07-05,41-33,0.5540540540540541,0
1936,DET,DET,CLE,154,1936-09-27,83-71,0.538961038961039,1
1936,LAD,BRO,NYG,75,1936-07-05,24-50,0.32432432432432434,0
1936,LAD,BRO,NYG,156,1936-09-27,67-87,0.43506493506493504,1
1936,MIN,WSH,NYY,75,1936-07-05,40-35,0.5333333333333333,0
1936,MIN,WSH,NYY,153,1936-09-27,82-71,0.5359477124183006,1
1936,NYY,NYY,WSH,74,1936-07-05,51-23,0.6891891891891891,0
1936,NYY,NYY,WSH,155,1936-09-27,102-51,0.6666666666666666,1
1936,OAK,PHA,BOS,72,1936-07-05,24-48,0.3333333333333333,0
1936,OAK,PHA,BOS,154,1936-09-27,53-100,0.3464052287581699,1
1936,PHI,PHI,BSN,73,1936-07-05,27-46,0.3698630136986301,0
1936,PHI,PHI,BSN,154,1936-09-27,54-100,0.35064935064935066,1
1936,PIT,PIT,CHC,75,1936-07-05,41-33,0.5540540540540541,0
1936,PIT,PIT,CIN,156,1936-09-27,84-70,0.5454545454545454,1
1936,SFG,NYG,BRO,73,1936-07-05,39-34,0.5342465753424658,0
1936,SFG,NYG,BRO,154,1936-09-27,92-62,0.5974025974025974,1
1936,STL,STL,CIN,74,1936-07-05,46-28,0.6216216216216216,0
1936,STL,STL,CHC,155,1936-09-27,87-67,0.564935064935065,1
1937,ATL,BSN,NYG,69,1937-07-05,31-38,0.4492753623188406,0
1937,ATL,BSN,PHI,152,1937-10-03,79-73,0.5197368421052632,1
1937,BAL,SLB,CLE,66,1937-07-05,21-44,0.3230769230769231,0
1937,BAL,SLB,CHW,156,1937-10-03,46-108,0.2987012987012987,1
1937,BOS,BOS,NYY,64,1937-07-05,35-28,0.5555555555555556,0
1937,BOS,BOS,NYY,154,1937-10-03,80-72,0.5263157894736842,1
1937,CHC,CHC,STL,69,1937-07-05,44-25,0.6376811594202898,0
1937,CHC,CHC,STL,154,1937-10-03,93-61,0.6038961038961039,1
1937,CHW,CHW,DET,69,1937-07-05,40-29,0.5797101449275363,0
1937,CHW,CHW,SLB,154,1937-10-03,86-68,0.5584415584415584,1
1937,CIN,CIN,PIT,67,1937-07-05,25-42,0.373134328358209,0
1937,CIN,CIN,PIT,155,1937-10-03,56-98,0.36363636363636365,1
1937,CLE,CLE,SLB,63,1937-07-05,32-31,0.5079365079365079,0
1937,CLE,CLE,DET,156,1937-10-03,83-71,0.538961038961039,1
1937,DET,DET,CHW,67,1937-07-05,39-28,0.582089552238806,0
1937,DET,DET,CLE,155,1937-10-03,89-65,0.577922077922078,1
1937,LAD,BRO,PHI,66,1937-07-05,29-37,0.4393939393939394,0
1937,LAD,BRO,NYG,155,1937-10-03,62-91,0.40522875816993464,1
1937,MIN,WSH,PHA,67,1937-07-05,30-35,0.46153846153846156,0
1937,MIN,WSH,PHA,158,1937-10-03,73-80,0.477124183006536,1
1937,NYY,NYY,BOS,67,1937-07-05,44-22,0.6666666666666666,0
1937,NYY,NYY,BOS,157,1937-10-03,102-52,0.6623376623376623,1
1937,OAK,PHA,WSH,65,1937-07-05,20-44,0.3125,0
1937,OAK,PHA,WSH,154,1937-10-03,54-97,0.3576158940397351,1
1937,PHI,PHI,BRO,69,1937-07-05,26-43,0.37681159420289856,0
1937,PHI,PHI,BSN,155,1937-10-03,61-92,0.39869281045751637,1
1937,PIT,PIT,CIN,68,1937-07-05,38-30,0.5588235294117647,0
1937,PIT,PIT,CIN,154,1937-10-03,86-68,0.5584415584415584,1
1937,SFG,NYG,BSN,69,1937-07-05,42-27,0.6086956521739131,0
1937,SFG,NYG,BRO,152,1937-10-03,95-57,0.625,1
1937,STL,STL,CHC,67,1937-07-05,37-30,0.5522388059701493,0
1937,STL,STL,CHC,157,1937-10-03,81-73,0.525974025974026,1
1938,ATL,BSN,PHI,64,1938-07-04,31-32,0.49206349206349204,0
1938,ATL,BSN,NYG,153,1938-10-02,77-75,0.506578947368421,1
1938,BAL,SLB,CHW,67,1938-07-04,22-44,0.3333333333333333,0
1938,BAL,SLB,CHW,156,1938-10-02,55-97,0.3618421052631579,1
1938,BOS,BOS,PHA,67,1938-07-04,39-28,0.582089552238806,0
1938,BOS,BOS,NYY,150,1938-10-02,88-61,0.5906040268456376,1
1938,CHC,CHC,STL,68,1938-07-04,38-30,0.5588235294117647,0
1938,CHC,CHC,STL,154,1938-10-02,89-63,0.5855263157894737,1
1938,CHW,CHW,SLB,61,1938-07-04,27-34,0.4426229508196721,0
1938,CHW,CHW,SLB,149,1938-10-02,65-83,0.4391891891891892,1
1938,CIN,CIN,PIT,67,1938-07-04,35-31,0.5303030303030303,0
1938,CIN,CIN,PIT,151,1938-10-02,82-68,0.5466666666666666,1
1938,CLE,CLE,DET,66,1938-07-04,41-25,0.6212121212121212,0
1938,CLE,CLE,DET,153,1938-10-02,86-66,0.5657894736842105,1
1938,DET,DET,CLE,71,1938-07-04,35-36,0.49295774647887325,0
1938,DET,DET,CLE,155,1938-10-02,84-70,0.5454545454545454,1
1938,LAD,BRO,NYG,69,1938-07-04,28-40,0.4117647058823529,0
1938,LAD,BRO,PHI,151,1938-10-02,69-80,0.46308724832214765,1
1938,MIN,WSH,NYY,73,1938-07-04,35-37,0.4861111111111111,0
1938,MIN,WSH,PHA,152,1938-10-02,75-76,0.4966887417218543,1
1938,NYY,NYY,WSH,69,1938-07-04,41-25,0.6212121212121212,0
1938,NYY,NYY,BOS,157,1938-10-02,99-53,0.6513157894736842,1
1938,OAK,PHA,BOS,66,1938-07-04,27-38,0.4153846153846154,0
1938,OAK,PHA,WSH,154,1938-10-02,53-99,0.34868421052631576,1
1938,PHI,PHI,BSN,64,1938-07-04,19-45,0.296875,0
1938,PHI,PHI,BRO,151,1938-10-02,45-105,0.3,1
1938,PIT,PIT,CIN,63,1938-07-04,38-25,0.6031746031746031,0
1938,PIT,PIT,CIN,152,1938-10-02,86-64,0.5733333333333334,1
1938,SFG,NYG,BRO,71,1938-07-04,45-25,0.6428571428571429,0
1938,SFG,NYG,BSN,152,1938-10-02,83-67,0.5533333333333333,1
1938,STL,STL,CHC,68,1938-07-04,29-35,0.453125,0
1938,STL,STL,CHC,156,1938-10-02,71-80,0.47019867549668876,1
1939,ATL,BSN,PHI,71,1939-07-09,32-38,0.45714285714285713,0
1939,ATL,BSN,NYG,152,1939-10-01,63-88,0.41721854304635764,1
1939,BAL,SLB,CLE,74,1939-07-09,21-53,0.28378378378378377,0
1939,BAL,SLB,CHW,156,1939-10-01,43-111,0.2792207792207792,1
1939,BOS,BOS,NYY,68,1939-07-09,43-25,0.6323529411764706,0
1939,BOS,BOS,NYY,152,1939-09-30,89-62,0.5894039735099338,1
1939,CHC,CHC,CIN,78,1939-07-09,39-37,0.5131578947368421,0
1939,CHC,CHC,STL,156,1939-10-01,84-70,0.5454545454545454,1
1939,CHW,CHW,DET,73,1939-07-09,40-33,0.547945205479452,0
1939,CHW,CHW,SLB,155,1939-10-01,85-69,0.551948051948052,1
1939,CIN,CIN,CHC,70,1939-07-09,44-26,0.6285714285714286,0
1939,CIN,CIN,PIT,156,1939-10-01,97-57,0.6298701298701299,1
1939,CLE,CLE,SLB,74,1939-07-09,40-34,0.5405405405405406,0
1939,CLE,CLE,DET,154,1939-10-01,87-67,0.564935064935065,1
1939,DET,DET,CHW,74,1939-07-09,38-36,0.5135135135135135,0
1939,DET,DET,CLE,155,1939-10-01,81-73,0.525974025974026,1
1939,LAD,BRO,NYG,72,1939-07-09,35-33,0.5147058823529411,0
1939,LAD,BRO,PHI,157,1939-10-01,84-69,0.5490196078431373,1
1939,MIN,WSH,PHA,78,1939-07-09,32-46,0.41025641025641024,0
1939,MIN,WSH,PHA,153,1939-09-30,65-87,0.4276315789473684,1
1939,NYY,NYY,BOS,75,1939-07-09,53-22,0.7066666666666667,0
1939,NYY,NYY,BOS,152,1939-09-30,106-45,0.7019867549668874,1
1939,OAK,PHA,WSH,74,1939-07-09,28-46,0.3783783783783784,0
1939,OAK,PHA,WSH,153,1939-09-30,55-97,0.3618421052631579,1
1939,PHI,PHI,BSN,68,1939-07-09,21-46,0.31343283582089554,0
1939,PHI,PHI,BRO,152,1939-10-01,45-106,0.2980132450331126,1
1939,PIT,PIT,STL,68,1939-07-09,34-34,0.5,0
1939,PIT,PIT,CIN,153,1939-10-01,68-85,0.4444444444444444,1
1939,SFG,NYG,BRO,73,1939-07-09,40-33,0.547945205479452,0
1939,SFG,NYG,BSN,151,1939-10-01,77-74,0.5099337748344371,1
1939,STL,STL,PIT,70,1939-07-09,36-34,0.5142857142857142,0
1939,STL,STL,CHC,155,1939-10-01,92-61,0.6013071895424836,1
1940,ATL,BSN,BRO,64,1940-07-07,25-39,0.390625,0
1940,ATL,BSN,NYG,152,1940-09-29,65-87,0.4276315789473684,1
1940,BAL,SLB,DET,78,1940-07-07,33-44,0.42857142857142855,0
1940,BAL,SLB,CHW,156,1940-09-29,67-87,0.43506493506493504,1
1940,BOS,BOS,WSH,72,1940-07-07,41-31,0.5694444444444444,0
1940,BOS,BOS,PHA,154,1940-09-29,82-72,0.5324675324675324,1
1940,CHC,CHC,CIN,75,1940-07-07,38-37,0.5066666666666667,0
1940,CHC,CHC,STL,154,1940-09-29,75-79,0.487012987012987,1
1940,CHW,CHW,CLE,70,1940-07-07,32-37,0.463768115942029,0
1940,CHW,CHW,SLB,155,1940-09-29,82-72,0.5324675324675324,1
1940,CIN,CIN,CHC,70,1940-07-07,46-23,0.6666666666666666,0
1940,CIN,CIN,PIT,155,1940-09-29,100-53,0.6535947712418301,1
1940,CLE,CLE,CHW,74,1940-07-07,45-29,0.6081081081081081,0
1940,CLE,CLE,DET,155,1940-09-29,89-65,0.577922077922078,1
1940,DET,DET,SLB,72,1940-07-07,44-27,0.6197183098591549,0
1940,DET,DET,CLE,155,1940-09-29,90-64,0.5844155844155844,1
1940,LAD,BRO,BSN,69,1940-07-07,45-23,0.6617647058823529,0
1940,LAD,BRO,PHI,156,1940-09-29,88-65,0.5751633986928104,1
1940,MIN,WSH,BOS,76,1940-07-07,30-46,0.39473684210526316,0
1940,MIN,WSH,NYY,154,1940-09-29,64-90,0.4155844155844156,1
1940,NYY,NYY,PHA,72,1940-07-07,37-34,0.5211267605633803,0
1940,NYY,NYY,WSH,155,1940-09-29,88-66,0.5714285714285714,1
1940,OAK,PHA,NYY,72,1940-07-07,29-43,0.4027777777777778,0
1940,OAK,PHA,BOS,154,1940-09-29,54-100,0.35064935064935066,1
1940,PHI,PHI,NYG,69,1940-07-07,24-45,0.34782608695652173,0
1940,PHI,PHI,BRO,153,1940-09-29,50-103,0.32679738562091504,1
1940,PIT,PIT,STL,69,1940-07-07,29-39,0.4264705882352941,0
1940,PIT,PIT,CIN,156,1940-09-29,78-76,0.5064935064935064,1
1940,SFG,NYG,PHI,68,1940-07-07,40-28,0.5882352941176471,0
1940,SFG,NYG,BSN,152,1940-09-29,72-80,0.47368421052631576,1
1940,STL,STL,PIT,68,1940-07-07,27-40,0.40298507462686567,0
1940,STL,STL,CHC,156,1940-09-29,84-69,0.5490196078431373,1
1941,ATL,BSN,BRO,72,1941-07-06,29-42,0.4084507042253521,0
1941,ATL,BSN,NYG,156,1941-09-28,62-92,0.4025974025974026,1
1941,BAL,SLB,DET,72,1941-07-06,27-45,0.375,0
1941,BAL,SLB,CLE,157,1941-09-28,70-84,0.45454545454545453,1
1941,BOS,BOS,WSH,74,1941-07-06,40-33,0.547945205479452,0
1941,BOS,BOS,PHA,155,1941-09-28,84-70,0.5454545454545454,1
1941,CHC,CHC,PIT,76,1941-07-06,34-42,0.4473684210526316,0
1941,CHC,CHC,STL,155,1941-09-28,70-84,0.45454545454545453,1
1941,CHW,CHW,CLE,74,1941-07-06,38-36,0.5135135135135135,0
1941,CHW,CHW,DET,156,1941-09-28,77-77,0.5,1
1941,CIN,CIN,STL,74,1941-07-06,39-35,0.527027027027027,0
1941,CIN,CIN,PIT,154,1941-09-28,88-66,0.5714285714285714,1
1941,CLE,CLE,CHW,77,1941-07-06,46-31,0.5974025974025974,0
1941,CLE,CLE,SLB,155,1941-09-28,75-79,0.487012987012987,1
1941,DET,DET,SLB,79,1941-07-06,39-40,0.4936708860759494,0
1941,DET,DET,CHW,155,1941-09-28,75-79,0.487012987012987,1
1941,LAD,BRO,BSN,75,1941-07-06,50-24,0.6756756756756757,0
1941,LAD,BRO,PHI,157,1941-09-28,100-54,0.6493506493506493,1
1941,MIN,WSH,BOS,74,1941-07-06,26-47,0.3561643835616438,0
1941,MIN,WSH,NYY,156,1941-09-28,70-84,0.45454545454545453,1
1941,NYY,NYY,PHA,76,1941-07-06,48-26,0.6486486486486487,0
1941,NYY,NYY,WSH,156,1941-09-28,101-53,0.6558441558441559,1
1941,OAK,PHA,NYY,74,1941-07-06,34-40,0.4594594594594595,0
1941,OAK,PHA,BOS,154,1941-09-28,64-90,0.4155844155844156,1
1941,PHI,PHI,NYG,74,1941-07-06,20-54,0.2702702702702703,0
1941,PHI,PHI,BRO,155,1941-09-28,43-111,0.2792207792207792,1
1941,PIT,PIT,CHC,70,1941-07-06,33-35,0.4852941176470588,0
1941,PIT,PIT,CIN,156,1941-09-28,81-73,0.525974025974026,1
1941,SFG,NYG,PHI,73,1941-07-06,39-32,0.5492957746478874,0
1941,SFG,NYG,BSN,156,1941-09-28,74-79,0.48366013071895425,1
1941,STL,STL,CIN,76,1941-07-06,48-28,0.631578947368421,0
1941,STL,STL,CHC,155,1941-09-28,97-56,0.6339869281045751,1
1942,ATL,BSN,BRO,81,1942-07-05,34-47,0.41975308641975306,0
1942,ATL,BSN,NYG,150,1942-09-26,59-89,0.39864864864864863,1
1942,BAL,SLB,CHW,78,1942-07-05,37-41,0.47435897435897434,0
1942,BAL,SLB,CHW,151,1942-09-20,82-69,0.543046357615894,1
1942,BOS,BOS,WSH,76,1942-07-05,46-30,0.6052631578947368,0
1942,BOS,BOS,NYY,152,1942-09-27,93-59,0.6118421052631579,1
1942,CHC,CHC,STL,79,1942-07-05,38-41,0.4810126582278481,0
1942,CHC,CHC,STL,155,1942-09-27,68-86,0.44155844155844154,1
1942,CHW,CHW,SLB,75,1942-07-05,31-44,0.41333333333333333,0
1942,CHW,CHW,CLE,148,1942-09-25,66-82,0.44594594594594594,1
1942,CIN,CIN,PIT,75,1942-07-05,41-34,0.5466666666666666,0
1942,CIN,CIN,PIT,154,1942-09-27,76-76,0.5,1
1942,CLE,CLE,DET,81,1942-07-05,45-35,0.5625,0
1942,CLE,CLE,DET,156,1942-09-27,75-79,0.487012987012987,1
1942,DET,DET,CLE,83,1942-07-05,44-38,0.5365853658536586,0
1942,DET,DET,CLE,156,1942-09-27,73-81,0.474025974025974,1
1942,LAD,BRO,BSN,73,1942-07-05,52-21,0.7123287671232876,0
1942,LAD,BRO,PHI,155,1942-09-27,104-50,0.6753246753246753,1
1942,MIN,WSH,BOS,79,1942-07-05,29-50,0.3670886075949367,0
1942,MIN,WSH,NYY,151,1942-09-23,62-89,0.4105960264900662,1
1942,NYY,NYY,PHA,76,1942-07-05,50-26,0.6578947368421053,0
1942,NYY,NYY,BOS,154,1942-09-27,103-51,0.6688311688311688,1
1942,OAK,PHA,NYY,84,1942-07-05,33-51,0.39285714285714285,0
1942,OAK,PHA,WSH,154,1942-09-20,55-99,0.35714285714285715,1
1942,PHI,PHI,NYG,75,1942-07-05,21-54,0.28,0
1942,PHI,PHI,BRO,151,1942-09-27,42-109,0.2781456953642384,1
1942,PIT,PIT,CIN,75,1942-07-05,34-40,0.4594594594594595,0
1942,PIT,PIT,CIN,151,1942-09-27,66-81,0.4489795918367347,1
1942,SFG,NYG,PHI,77,1942-07-05,40-37,0.5194805194805194,0
1942,SFG,NYG,BSN,154,1942-09-26,85-67,0.5592105263157895,1
1942,STL,STL,CHC,73,1942-07-05,43-29,0.5972222222222222,0
1942,STL,STL,CHC,156,1942-09-27,106-48,0.6883116883116883,1
1943,ATL,BSN,STL,72,1943-07-11,32-40,0.4444444444444444,0
1943,ATL,BSN,CHC,153,1943-10-03,68-85,0.4444444444444444,1
1943,BAL,SLB,BOS,72,1943-07-11,35-37,0.4861111111111111,0
1943,BAL,SLB,NYY,153,1943-10-03,72-80,0.47368421052631576,1
1943,BOS,BOS,SLB,76,1943-07-11,35-39,0.47297297297297297,0
1943,BOS,BOS,CHW,155,1943-10-03,68-84,0.4473684210526316,1
1943,CHC,CHC,NYG,76,1943-07-11,33-43,0.4342105263157895,0
1943,CHC,CHC,BSN,154,1943-10-03,74-79,0.48366013071895425,1
1943,CHW,CHW,NYY,71,1943-07-11,35-36,0.49295774647887325,0
1943,CHW,CHW,BOS,155,1943-10-03,82-72,0.5324675324675324,1
1943,CIN,CIN,PHI,77,1943-07-11,39-37,0.5131578947368421,0
1943,CIN,CIN,BRO,155,1943-10-03,87-67,0.564935064935065,1
1943,CLE,CLE,WSH,73,1943-07-11,35-38,0.4794520547945205,0
1943,CLE,CLE,PHA,153,1943-10-03,82-71,0.5359477124183006,1
1943,DET,DET,PHA,73,1943-07-11,38-34,0.5277777777777778,0
1943,DET,DET,WSH,155,1943-10-03,78-76,0.5064935064935064,1
1943,LAD,BRO,PIT,81,1943-07-11,47-34,0.5802469135802469,0
1943,LAD,BRO,CIN,153,1943-10-03,81-72,0.5294117647058824,1
1943,MIN,WSH,CLE,77,1943-07-11,40-37,0.5194805194805194,0
1943,MIN,WSH,DET,153,1943-10-03,84-69,0.5490196078431373,1
1943,NYY,NYY,CHW,74,1943-07-11,43-30,0.589041095890411,0
1943,NYY,NYY,SLB,155,1943-10-03,98-56,0.6363636363636364,1
1943,OAK,PHA,DET,78,1943-07-11,34-44,0.4358974358974359,0
1943,OAK,PHA,CLE,155,1943-10-03,49-105,0.3181818181818182,1
1943,PHI,PHI,CIN,78,1943-07-11,34-42,0.4473684210526316,0
1943,PHI,PHI,PIT,157,1943-10-03,64-90,0.4155844155844156,1
1943,PIT,PIT,BRO,76,1943-07-11,38-35,0.5205479452054794,0
1943,PIT,PIT,PHI,157,1943-10-03,80-74,0.5194805194805194,1
1943,SFG,NYG,CHC,77,1943-07-11,31-45,0.40789473684210525,0
1943,SFG,NYG,STL,156,1943-10-03,55-98,0.35947712418300654,1
1943,STL,STL,BSN,75,1943-07-11,47-25,0.6527777777777778,0
1943,STL,STL,NYG,157,1943-10-03,105-49,0.6818181818181818,1
1944,ATL,BSN,STL,78,1944-07-09,30-47,0.38961038961038963,0
1944,ATL,BSN,CHC,155,1944-10-01,65-89,0.42207792207792205,1
1944,BAL,SLB,WSH,79,1944-07-09,45-34,0.569620253164557,0
1944,BAL,SLB,NYY,154,1944-10-01,89-65,0.577922077922078,1
1944,BOS,BOS,CLE,78,1944-07-09,42-36,0.5384615384615384,0
1944,BOS,BOS,CHW,156,1944-10-01,77-77,0.5,1
1944,CHC,CHC,NYG,72,1944-07-09,29-40,0.42028985507246375,0
1944,CHC,CHC,BSN,157,1944-10-01,75-79,0.487012987012987,1
1944,CHW,CHW,PHA,71,1944-07-09,34-37,0.4788732394366197,0
1944,CHW,CHW,BOS,154,1944-10-01,71-83,0.461038961038961,1
1944,CIN,CIN,PHI,76,1944-07-09,42-33,0.56,0
